composition,Phase,Mean VEC,electronegativity_difference,Atomic_Radius_Difference,Calculated_Youngs_Modulus,Mixing_Enthalpy,Mixing_Entropy,Work_Function,Shear_Modulus_G,MOd_Missmatch,shear_modulus_difference,melting_Temp,cohesive_enrg,Ionization_enrg,Pauling_electronegativity
Cu0.88 Au0.12,FCC,10.28,0.5632000000000001,14.079999999999984,123.76,-3.8016,3.050614377441308,1.0,45.744,-0.013268896047728483,0.02289574866578066,1355.3172,3.5272,7.906,0.08650752000000003
Au0.71 Cu0.29,FCC,6.74,0.45440000000000014,11.359999999999985,93.07999999999998,-7.412399999999999,5.006289089075542,1.0,33.17699999999999,-0.03370231066021501,0.0848674841476368,1343.2576,3.7100999999999997,8.791,0.16867328000000006
Cu0.97 Au0.03,FCC,10.82,0.6208,15.52000000000001,128.44,-1.0475999999999999,1.1202463862465808,1.0,47.661,-0.003631674022245693,0.005812003877117775,1357.1568,3.4993,7.770999999999999,0.023838720000000008
Cu0.791 Au0.209,FCC,9.746,0.50624,12.656000000000006,119.132,-5.951484,4.261995243072843,1.0,43.8483,-0.02108349587878447,0.03901004539156808,1353.4980400000002,3.55479,8.0395,0.13542932480000006
Cu0.75 Pd0.25,FCC,10.75,0.2250000000000003,8.25,127.75,-10.5,4.675254392360772,0.99,47.224999999999994,-0.0007821060804953373,0.0015545126125143984,1475.34,3.5900000000000003,7.87875,0.03375000000000006
Cu0.748 Pd0.252,FCC,10.748,0.22440000000000015,8.228000000000009,127.732,-10.555776,4.6934335917557615,0.98992,47.2164,-0.0007863327537728816,0.001563339521604079,1476.28056,3.5908,7.879972,0.03392928000000006
Cu0.712 Pd0.288,FCC,10.712,0.21360000000000046,7.831999999999994,127.408,-11.483136,4.991319775183447,0.9884799999999999,47.06159999999999,-0.0008569360600460263,0.001711890634945984,1493.2106399999998,3.6052,7.901967999999999,0.03691008000000007
Cu0.7 Pd0.3,FCC,10.7,0.2100000000000004,7.700000000000017,127.3,-11.76,5.078725807284385,0.988,47.00999999999999,-0.000878163745481983,0.0017570159480793175,1498.8539999999998,3.6100000000000003,7.9093,0.03780000000000007
Cu0.54 Pd0.46,FCC,10.540000000000001,0.16199999999999992,5.939999999999998,125.86000000000001,-13.910400000000003,5.736192407823133,0.9816,46.322,-0.001050393804585572,0.002140493425259825,1574.0988000000002,3.6740000000000004,8.00706,0.044712000000000085
Pd0.866 Cu0.134,FCC,10.134,0.25980000000000025,9.52600000000001,122.206,-6.498464,3.2750543300908936,0.96536,44.5762,-0.0005159425536977128,0.0010798253405199408,1765.03248,3.8364000000000003,8.255126,0.02088792000000004
Cu0.5 Pt0.5,FCC,7.5,0.18999999999999995,5.5,149.0,-12.0,5.762825659175385,1.315,54.65,-0.006395167443685075,0.013501036706178976,1699.585,4.665,8.3425,0.07219999999999996
Cu0.77 Cr0.23,FCC,9.850000000000001,0.18479999999999985,0.0,164.27,8.5008,4.483543503206477,0.9816,63.641,-0.06685799843251448,0.1945343233516917,1546.8829,3.6303,7.5054300000000005,0.02040192
Cu0.95 Ti0.05,FCC,10.649999999999999,0.34199999999999986,18.05000000000001,129.3,-1.71,1.6504557331775846,1.1015,48.085,-0.00019705189056038602,0.00037984925592914076,1386.9315,3.5580000000000003,7.6811,0.012311999999999991
Cu0.92 Ti0.08,FCC,10.440000000000001,0.33119999999999994,17.47999999999999,128.88,-2.6496,2.3176885568840357,1.1624,47.956,-0.000305435240465007,0.0005917371319628143,1404.4284,3.5988,7.65416,0.019077119999999986
Cu0.96 Ti0.04,FCC,10.719999999999999,0.3455999999999999,18.24000000000001,129.44,-1.3823999999999999,1.3962876442619143,1.0812,48.12799999999999,-0.00015928783492783968,0.00030652966203598847,1381.0992,3.5444,7.69008,0.009953279999999991
Cu0.98 Ti0.02,FCC,10.86,0.3527999999999998,18.620000000000005,129.72,-0.7056,0.8150971878076918,1.0406,48.214,-8.129427769750495e-05,0.0001559001939282364,1369.4345999999998,3.5172000000000003,7.7080400000000004,0.005080319999999997
Pt0.8 Mo0.2,FCC,4.4,0.09599999999999964,0.0,200.2,-17.92,4.160345749296494,1.582,72.80000000000001,-0.03845232750911118,0.10508996498007481,2212.32,6.036,8.587,0.004607999999999975
Pd0.6 Mo0.4,FCC,8.4,0.02400000000000002,0.0,204.2,-14.399999999999999,5.595418999514958,1.132,74.4,-0.09542136063987824,0.25043357613596945,2255.23,5.062,7.841799999999999,0.0007680000000000013
Pd0.82 Mo0.18,FCC,9.28,0.03279999999999994,0.0,158.44,-8.855999999999998,3.9191654493391233,1.0373999999999999,57.67999999999999,-0.0799525625623141,0.25624950706081295,2020.281,4.4174,8.114159999999998,0.0004723200000000008
Pd0.74 Mo0.26,FCC,8.96,0.029600000000000293,0.0,175.07999999999998,-11.544,4.764395209030629,1.0717999999999999,63.760000000000005,-0.09154616213193092,0.27336042153055135,2105.717,4.6518,8.01512,0.0006156800000000012
Mo0.85 Re0.15,FCC,6.75,0.22100000000000009,1.6999999999999886,349.09999999999997,-3.5700000000000003,3.514403356019008,1.3915,128.7,-0.010664341531404088,0.02589459232815876,2980.45,6.981999999999999,7.216150000000001,0.01723800000000003
Pd0.88 Nb0.12,FCC,9.4,0.528,6.159999999999997,119.08,-22.3872,3.050614377441308,1.0032,43.28,-0.0010558065139306266,0.002029513360962959,1938.684,4.3316,8.147639999999999,0.07603200000000002
Pd0.83 Nb0.17,FCC,9.149999999999999,0.4979999999999998,5.810000000000002,118.28,-29.9132,3.7902379751094575,1.0211999999999999,42.98,-0.0014136403527719513,0.0027497720432696606,1984.7814999999998,4.5156,8.06874,0.10159200000000003
Pd0.82 Nb0.18,FCC,9.1,0.492,5.740000000000009,118.12,-31.291199999999996,3.9191654493391233,1.0248,42.92,-0.0014794953506384115,0.002884492616793292,1994.001,4.5524000000000004,8.052959999999999,0.10627200000000002
Pd0.92 Nb0.08,FCC,9.600000000000001,0.5520000000000005,6.439999999999998,119.72000000000001,-15.6032,2.3176885568840357,0.9888,43.52,-0.000735032872885899,0.0013989511245674753,1901.806,4.1844,8.21076,0.05299200000000001
Pt0.82 Nb0.18,FCC,4.18,0.5575999999999994,5.740000000000009,156.66,-39.556799999999996,3.9191654493391233,1.5741999999999998,56.86,-0.013107483195400622,0.024150621906258704,2168.948,6.151399999999999,8.562999999999999,0.13650047999999987
Nb0.5 Pd0.5,FCC,7.5,0.30000000000000004,3.5,113.0,-53.0,5.762825659175385,1.1400000000000001,41.0,-0.002584999820486114,0.005353955978584178,2289.025,5.73,7.548,0.18000000000000005
Pd0.5 Pt0.5,FCC,7.0,0.040000000000000036,0.0,144.5,2.0,5.762825659175385,1.295,52.5,-0.012180409139521536,0.02621315192743765,1934.725,4.865,8.648,0.0031999999999999702
Pt0.9 Hf0.1,FCC,4.4,0.8819999999999999,18.0,165.60000000000002,-32.400000000000006,2.7027398407765,1.6429999999999998,57.9,-0.01567406342374117,0.025799350318129348,2087.86,5.8580000000000005,8.7456,0.17287199999999991
Pd0.6 Cr0.4,FCC,8.4,0.32400000000000007,6.599999999999994,184.2,-14.399999999999999,5.595418999514958,0.944,72.4,-0.0886964073820185,0.2308079728946002,1968.83,3.974,7.709,0.13996800000000015
Pd0.67 Cr0.33,FCC,8.68,0.36180000000000034,7.3700000000000045,173.14000000000001,-13.266000000000002,5.272561177311278,0.9468000000000001,67.43,-0.08850092392503964,0.24513149882459223,1944.1934999999999,3.9593,7.818900000000001,0.12894552000000015
Pd0.7 Cr0.3,FCC,8.8,0.3779999999999999,7.699999999999989,168.39999999999998,-12.6,5.078725807284385,0.948,65.3,-0.08731872076675964,0.24826164550935842,1933.635,3.9529999999999994,7.866,0.12247200000000012
Pd0.75 Cr0.25,FCC,9.0,0.405,8.25,160.5,-11.25,4.675254392360772,0.95,61.75,-0.08353654905271002,0.24788146011244247,1916.0375,3.9425,7.9445,0.10935000000000011
Cr0.5 Pt0.5,FCC,5.0,0.31000000000000005,5.5,223.5,-24.0,5.762825659175385,1.275,88.0,-0.0414425297566175,0.09413739669421489,2110.7,4.97,7.8629999999999995,0.19219999999999993
Pt0.8 Cr0.2,FCC,4.4,0.4959999999999998,8.800000000000011,190.20000000000002,-15.360000000000003,4.160345749296494,1.488,71.80000000000001,-0.033756063589200413,0.09050209107626415,2069.12,5.492,8.5206,0.12300799999999998
Pt0.75 Cr0.25,FCC,4.5,0.4650000000000001,8.25,195.75,-18.0,4.675254392360772,1.4525,74.5,-0.037615593615711845,0.09850907616774017,2076.05,5.404999999999999,8.411,0.14414999999999994
Pd0.88 Re0.12,FCC,10.120000000000001,0.26400000000000023,1.759999999999991,162.04,2.5343999999999998,3.050614377441308,1.0128,60.08,-0.12716773118978159,0.5253075792418808,2023.764,4.3712,8.28216,0.019008000000000035
Pt0.58 Re0.42,FCC,6.9399999999999995,0.2203999999999997,1.1599999999999966,291.9,-3.8975999999999997,5.655947689597564,1.5333999999999999,110.13999999999999,-0.1055021739588122,0.27488995055206333,2636.792,6.7052,8.50582,0.07035167999999996
Pt0.7 Re0.3,FCC,6.1,0.266,1.4000000000000057,256.5,-3.36,5.078725807284385,1.5609999999999997,96.1,-0.10596103598229722,0.31127500078503906,2466.6800000000003,6.458,8.635299999999999,0.060647999999999966
Pd0.85 Sc0.15,FCC,8.95,0.7140000000000002,19.55000000000001,113.94999999999999,-43.86,3.514403356019008,1.3395,41.75,-0.009007380532808633,0.016458101760550757,1825.9424999999999,3.797,8.070749999999999,0.17992800000000003
Pd0.925 Sc0.075,FCC,9.475,0.7769999999999999,21.274999999999977,117.47500000000001,-23.865000000000002,2.2147204276094903,1.14975,42.875,-0.004869998632856955,0.008491359892561775,1826.99625,3.8435,8.203875,0.09790200000000003
Pd0.9 Sc0.1,FCC,9.3,0.756,20.69999999999999,116.30000000000001,-30.960000000000004,2.7027398407765,1.213,42.5,-0.0063282510706267996,0.011211072664359866,1826.645,3.8280000000000003,8.159500000000001,0.12700800000000004
Pd0.92 Ta0.08,FCC,9.920000000000002,0.6440000000000006,6.439999999999998,126.2,-15.3088,2.3176885568840357,1.0088,46.00000000000001,-0.008573623419023998,0.021739130434782608,1945.006,4.2268,8.30124,0.07212800000000004
Pd0.82 Ta0.18,FCC,9.819999999999999,0.5739999999999998,5.740000000000009,132.7,-30.700799999999997,3.9191654493391233,1.0697999999999999,48.5,-0.015827038554091177,0.039217770220002134,2091.201,4.6478,8.25654,0.14464800000000005
Pd0.86 Ta0.14,FCC,9.86,0.6020000000000003,6.02000000000001,130.1,-25.043200000000002,3.366866414821585,1.0454,47.5,-0.013324609506381986,0.03335180055401664,2032.723,4.4794,8.27442,0.11799200000000007
Pd0.9 Ti0.1,FCC,9.4,0.5940000000000003,7.199999999999989,120.5,-23.400000000000002,2.7027398407765,1.167,44.0,0.0,0.0,1839.3449999999998,3.986,8.1861,0.07840800000000005
Pd0.85 Ti0.15,FCC,9.1,0.5609999999999999,6.800000000000011,120.25,-33.15,3.514403356019008,1.2705,44.0,0.0,0.0,1844.9924999999998,4.034,8.11065,0.11107800000000005
Pd0.75 V0.25,FCC,8.75,0.4275000000000002,3.75,122.75,-26.25,4.675254392360772,0.945,47.25,-0.0063404894417016175,0.014193331653649114,1916.7875,4.245,7.9392499999999995,0.12183750000000011
Pd0.81 V0.19,FCC,9.05,0.46170000000000044,4.050000000000011,122.33000000000001,-21.546000000000003,4.042457728198141,0.9486000000000001,46.47,-0.005333586544398389,0.012044256045571381,1895.4905,4.159800000000001,8.03471,0.1000042200000001
Pd0.9 V0.1,FCC,9.5,0.5130000000000003,4.5,121.7,-12.600000000000001,2.7027398407765,0.954,45.300000000000004,-0.0032496768029770286,0.007411955615981762,1863.5449999999998,4.032,8.177900000000001,0.05848200000000006
Pt0.6 V0.4,FCC,4.4,0.3900000000000001,3.0,152.0,-43.199999999999996,5.595418999514958,1.3379999999999999,59.400000000000006,-0.0005392194528810804,0.0010883243206475503,2098.04,5.628,8.0738,0.20279999999999992
Pt0.75 V0.25,FCC,4.25,0.4874999999999998,3.75,158.0,-33.75,4.675254392360772,1.4475,60.0,-0.0004185249610902577,0.000833333333333333,2076.8,5.7075,8.40575,0.15843749999999995
Pd0.78 W0.22,FCC,10.0,0.12479999999999958,0.0,184.8,-4.1184,4.380712791340496,1.0634000000000001,69.74000000000001,-0.13997476561455824,0.48297552242262604,2238.779,4.9922,8.23294,0.008785919999999968
Pd0.6 W0.4,FCC,10.0,0.09599999999999964,0.0,237.0,-5.76,5.595418999514958,1.148,90.80000000000001,-0.14413628855251748,0.39848434861922394,2574.83,5.894,8.1478,0.012287999999999953
Pt0.5 W0.5,FCC,7.0,0.040000000000000036,0.0,289.5,-20.0,5.762825659175385,1.5299999999999998,111.0,-0.08545693824881637,0.20290560831101373,2868.2,7.37,8.4115,0.003200000000000006
Pd0.88 Y0.12,FCC,9.16,0.8624000000000003,34.31999999999999,114.16,-35.4816,3.050614377441308,1.0692,43.64,-0.0002543717376871889,0.0004990418228972826,1824.5639999999999,3.9584,8.0826,0.20283648000000007
Pd0.9 Y0.1,FCC,9.3,0.8820000000000003,35.099999999999994,115.30000000000001,-30.240000000000002,2.7027398407765,1.051,43.7,-0.0002167278907350672,0.0004241526111567833,1825.145,3.9470000000000005,8.125,0.17287200000000008
Nb0.81 Zr0.19,FCC,4.8100000000000005,0.21870000000000012,11.340000000000003,102.91000000000001,2.4624,4.042457728198141,1.3523,37.050000000000004,-0.001433094574558029,0.002802865151043291,2631.82,7.372400000000001,6.735250000000001,0.022438620000000003
Pd0.79 Zr0.21,FCC,8.74,0.6873,16.590000000000003,115.33,-60.3876,4.273035759511614,1.0713,41.690000000000005,-0.005995614981758331,0.011549627195577849,1891.0394999999999,4.4444,7.97937,0.25113942000000006
Pd0.8 Zr0.2,FCC,8.8,0.6960000000000002,16.80000000000001,115.60000000000001,-58.24000000000001,4.160345749296494,1.066,41.800000000000004,-0.005776006469127341,0.011080332409972304,1888.04,4.418,7.9964,0.24220800000000012
Pd0.85 Zr0.15,FCC,9.1,0.7395,17.850000000000023,116.94999999999999,-46.410000000000004,3.514403356019008,1.0394999999999999,42.35,-0.004581139560711413,0.008601787822567042,1873.0425,4.2860000000000005,8.08155,0.19300950000000006
Zr0.88 Nb0.12,FCC,4.12,0.23760000000000003,12.320000000000022,95.32,1.6896,3.050614377441308,1.4696,33.6,-0.0010905016434455059,0.0023384353741496607,2202.6400000000003,6.654800000000001,6.649000000000001,0.01539648
Pd0.92 Lu0.08,FCC,9.760000000000002,0.8556000000000004,30.359999999999985,116.92,-25.6128,2.3176885568840357,1.1376,42.720000000000006,-0.005962884054130771,0.010324173434891774,1835.806,3.8012,8.10412,0.12731328000000006
Pd0.88 Lu0.12,FCC,9.64,0.8184,29.039999999999992,114.88000000000001,-36.7488,3.050614377441308,1.2264,42.08,-0.008583200040138128,0.015266954849715906,1839.684,3.7568,7.987679999999999,0.18266688000000006
Ag0.25 Au0.25 Pd0.5,FCC,9.0,0.3224999999999998,3.25,100.75,-5.0,8.644238488763078,0.9824999999999999,36.25,-0.024501509686785092,0.04656361474435196,1557.0900000000001,3.6325000000000003,8.369,0.09363750000000001
Co0.15 Ni0.6 Pd0.25,FCC,9.85,0.2220000000000002,11.100000000000009,181.6,-0.15,7.795513704333143,1.0905,67.85,-0.020563985162502033,0.04121265373083913,1759.0125,4.295,7.8504,0.03307200000000006
Co0.25 Ni0.25 Pt0.5,FCC,6.75,0.20750000000000002,7.75,186.25,-6.0,8.644238488763078,1.3624999999999998,68.25,-0.004769605404715521,0.01131103328905527,1894.7,5.1274999999999995,8.35975,0.07433749999999996
Cr0.125 Mn0.125 Pt0.75,FCC,4.625,0.56125,9.125,185.625,-19.375,6.115960807154619,1.46875,64.5,-0.044502608142340964,0.1049816717745328,1993.4250000000002,5.2575,8.494375,0.1723718749999999
Cr0.25 Co0.25 Pt0.5,FCC,5.75,0.365,7.75,206.0,-16.5,8.644238488763078,1.3025,78.0,-0.03353938305677498,0.08037475345167655,2007.7,5.0424999999999995,8.1415,0.14214999999999994
Cr0.3 W0.05 Ni0.65,FCC,8.8,0.5025,13.049999999999983,234.25,-5.79,6.576268831521375,1.1015000000000001,91.94999999999999,-0.024684074637005712,0.06660681902386249,1961.95,4.561,7.3893,0.05223749999999999
Cu0.33 Au0.33 Ni0.34,FCC,8.68,0.4253999999999998,12.079999999999984,136.64,1.0164,9.133033898159683,1.0544,50.68900000000001,-0.07143671288544445,0.15758268955118276,1476.9030000000002,3.9153000000000007,8.19176,0.17829768000000007
Cu0.33 Ni0.33 Pd0.34,FCC,10.330000000000002,0.1947000000000001,8.579999999999984,150.04000000000002,-4.540800000000001,9.133033898159683,1.0392000000000001,55.979000000000006,-0.03038610676786807,0.06399098774973273,1639.8411,3.9395000000000007,7.90536,0.03908982000000007
Fe0.75 Ni0.125 Pt0.125,FCC,7.75,0.3837499999999998,11.625,204.25,-5.9375,6.115960807154619,1.13625,78.625,-0.004274146491454429,0.007802528049418538,1829.425,4.495,8.001375,0.04344687499999994
Mn0.175 Fe0.65 Ni0.175,FCC,8.175,0.24499999999999988,1.8250000000000028,206.8,-1.8899999999999997,7.39986033764532,1.06925,72.72500000000001,-0.03280759992175968,0.058017335987779174,1745.375,4.07,7.77425,0.027229999999999987
Mn0.33 Fe0.33 Co0.34,FCC,8.01,0.20460000000000012,1.009999999999991,206.03000000000003,-2.6928,9.133033898159683,1.0432000000000001,64.11,-0.04719651984772287,0.10354461400025562,1700.02,3.8686000000000003,7.74042,0.04207367999999998
Mn0.3 Co0.2 Pt0.5,FCC,5.9,0.4309999999999998,7.599999999999994,185.2,-20.8,8.560535158932865,1.3359999999999999,56.0,-0.03127557673514044,0.06919642857142855,1830.0,4.6739999999999995,8.2859,0.20493799999999987
V0.25 Co0.375 Ni0.375,FCC,8.375,0.19874999999999998,7.125,185.375,-12.0,8.99737363674231,1.04625,70.875,-0.00600152739321853,0.012812257962169778,1856.75,4.63875,7.506875000000001,0.026671875
V0.25 Co0.375 Pd0.375,FCC,8.375,0.3075000000000001,7.5,155.75,-18.9375,8.99737363674231,0.97125,58.875,-0.02449287896655221,0.052321257116583496,1894.26875,4.4325,7.76825,0.1014375000000001
V0.25 Ni0.375 Pd0.375,FCC,8.75,0.3187500000000001,8.125,152.375,-19.875,8.99737363674231,1.02,59.25,-0.025830787427804078,0.05517278213961439,1879.26875,4.45125,7.677875,0.0992718750000001
Fe0.08 Ti0.092 V0.828,FCC,5.148,0.19228000000000023,12.444000000000017,133.536,-2.964608,4.804209210398417,1.1079599999999998,57.804,-0.008859210633531957,0.019424037671422794,2130.9759999999997,5.185279999999999,6.846024,0.007771203200000005
Au0.5 Cu0.49 Fe0.01,FCC,7.97,0.3893,9.97999999999999,104.80999999999999,-8.4052,6.170374253079231,1.0005,37.987,-0.03792839443965172,0.09136716504017227,1352.0822999999998,3.6529000000000003,8.47776,0.20579302000000008
Au0.018 Co0.853 Fe0.129,FCC,8.799,0.6545700000000001,18.528999999999996,206.89999999999998,0.06406800000000001,3.925213105790007,1.03204,75.039,-0.005878156476689737,0.008487433707275694,1765.79494,4.36519,7.907919,0.0162676302
Cr0.144 Ni0.808 Ti0.048,FCC,9.136,0.31623999999999985,21.319999999999993,207.34400000000002,-8.881152,4.964109585095408,1.2152,80.08,-0.018642270219237415,0.03922301474749026,1803.3120000000004,4.41072,7.475312,0.025362124799999993
Cu0.333 Ni0.333 Pd0.333,FCC,10.333333333333332,0.19666666666666677,8.666666666666686,150.33333333333331,-4.444444444444444,9.133862567986663,1.04,56.099999999999994,-0.030435817218878586,0.06389362853659807,1637.9399999999998,3.9400000000000004,7.901,0.038711111111111175
Mo0.125 Ni0.75 V0.125,FCC,8.875,0.2762500000000001,11.875,207.125,-9.375,6.115960807154619,1.15625,79.125,-0.019557885909074257,0.04430119119816116,1930.875,4.84625,7.460624999999999,0.03519687500000004
Ni0.375 Pd0.375 V0.25,FCC,8.75,0.3187500000000001,8.125,152.375,-19.875,8.997373636742312,1.02,59.25,-0.025830787427804078,0.05517278213961439,1879.26875,4.45125,7.677875,0.09927187500000009
Fe0.5 Mn0.2 Ni0.3,FCC,8.4,0.248,1.5999999999999943,205.1,-3.12,8.560535158932865,1.0830000000000002,70.8,-0.0350335403324572,0.0652670050113314,1727.6999999999998,4.056,7.7298,0.03315199999999999
Cr0.2 Ni0.72 W0.08,FCC,9.200000000000001,0.4639999999999995,12.999999999999986,232.68000000000006,-4.659200000000001,6.322537621917695,1.1336000000000002,90.60000000000002,-0.028545082923743116,0.0815071463727224,1975.7600000000002,4.7288000000000014,7.483320000000002,0.05700800000000001
Cr0.23 Mn0.08 Ni0.69,FCC,8.84,0.27369999999999983,2.8400000000000034,218.01,-6.0628,6.6189225978559465,1.0959999999999999,81.69,-0.03563737240751712,0.06772314642622511,1815.24,4.2402,7.42273,0.03459061999999999
Ag0.375 Au0.375 Pd0.25,FCC,8.5,0.31374999999999975,4.125,90.625,-6.0,8.997373636742312,0.99375,32.375,-0.020505724877160944,0.044587886286727975,1421.61,3.50375,8.385000000000002,0.13999687500000005
Pd0.75 Ag0.125 Au0.125,FCC,9.5,0.3312499999999998,4.625,110.875,-3.0,6.115960807154619,0.97125,40.125,-0.0163864087873581,0.02832852942032782,1692.57,3.76125,8.353,0.046971875
Pd0.34 Ag0.33 Au0.33,FCC,8.680000000000001,0.31689999999999996,3.630000000000024,94.27000000000001,-5.7552,9.133033898159683,0.9897,33.769999999999996,-0.023571764570985664,0.048576353354122886,1470.3828,3.5501000000000005,8.379240000000001,0.12334278000000004
Ag0.34 Au0.33 Pd0.33,FCC,8.690000000000001,0.3195999999999999,3.6899999999999977,93.89000000000001,-5.8344000000000005,9.133033898159683,0.9902,33.63,-0.023271396744627013,0.04816464421156614,1464.4515999999999,3.5407,8.37163,0.12503568000000004
Ni0.34 Cu0.3 Pd0.3,FCC,10.319148936170212,0.20063829787234044,8.936170212765973,152.4468085106383,-3.856948845631508,9.119008250380602,1.0451063829787235,56.9468085106383,-0.031181111326158133,0.0643441618763669,1641.772340425532,3.9612765957446814,7.889893617021277,0.037773653236758784
Ni0.5 Cu0.29 Fe0.21,FCC,9.87,0.0602999999999998,2.4200000000000017,182.01,4.6468,8.590799503974168,1.0904999999999998,69.227,-0.0177738748249838,0.038436156142822954,1638.0632999999998,4.1309000000000005,7.7199599999999995,0.001969819999999992
Cu0.75 Ni0.17 Fe0.08,FCC,10.59,0.06609999999999983,3.1599999999999966,148.38,5.0512,5.978202559925061,1.0312000000000001,55.705,-0.02023673295306199,0.053644199929583754,1456.9675000000002,3.7147,7.72546,0.0007875799999999966
Pt0.5 Co0.25 Fe0.25,FCC,6.25,0.23749999999999982,7.25,189.0,-10.25,8.644238488763078,1.335,69.75,-0.007219109253287781,0.016996184530003462,1915.45,5.0875,8.42525,0.09093749999999992
Mo0.6 Cr0.2 W0.2,FCC,6.8,0.44000000000000017,8.800000000000011,335.40000000000003,0.16000000000000003,7.9005492631851135,1.304,127.2,-0.00846209963568529,0.017883984019619464,2912.6,6.692,7.1856,0.10880000000000004
Co1 Mn1 Ni1,FCC,8.666666666666666,0.22999999999999998,1.6666666666666714,202.33333333333337,-5.777777777777778,9.133862567986663,1.08,62.0,-0.04307000529007231,0.0948664585501214,1671.6666666666665,3.9166666666666665,7.6516666666666655,0.053199999999999956
Cr1 Fe1 Ni1,FCC,8.0,0.14000000000000012,2.0,230.0,-4.444444444444445,9.133862567986663,1.0433333333333332,90.99999999999999,-0.017464088834442955,0.035502958579881665,1906.3333333333333,4.273333333333333,7.436333333333334,0.021733333333333334
Fe1 Mn1 Ni1,FCC,8.333333333333334,0.21333333333333337,1.6666666666666714,203.0,-4.444444444444445,9.133862567986663,1.0866666666666664,64.33333333333333,-0.04792468474698123,0.10539880265242019,1686.0,3.88,7.658666666666667,0.04764444444444442
Co1 Cr1 Ni1,FCC,8.333333333333334,0.15666666666666673,2.3333333333333286,229.33333333333337,-4.888888888888888,9.133862567986663,1.0366666666666666,88.66666666666666,-0.02152517921988903,0.04412346656113969,1892.0,4.31,7.429333333333332,0.02484444444444444
Co1 Fe1 Mn1 Ni1,FCC,8.5,0.24249999999999994,1.5,204.5,-4.0,11.52565131835077,1.0725,67.0,-0.03759586421724334,0.07763421697482735,1706.5,4.0075,7.714250000000001,0.04083749999999998
Co1 Cr1 Mn1 Ni1,FCC,8.0,0.19999999999999996,2.0,221.5,-5.5,11.52565131835077,1.04,75.25,-0.06634613581941771,0.14131190604960212,1798.75,3.9624999999999995,7.4305,0.04529999999999998
Cu1 Ni1 Co1 Fe1,FCC,9.5,0.04999999999999982,2.25,187.5,5.0,11.52565131835077,1.06,70.325,-0.015952560056228374,0.03414483236317495,1666.1925,4.15,7.78725,0.0018999999999999922
Cu1 Ni1 Co1 Fe1 Mn1,FCC,9.0,0.264,2.0,189.6,1.7599999999999993,13.380866803977112,1.058,63.260000000000005,-0.041382888402137205,0.08364938059800477,1636.7540000000001,3.9040000000000004,7.7166,0.036367999999999984
Cu1 Ni2 Fe1 Mn2 Cr1,FCC,8.428571428571429,0.20857142857142863,2.285714285714292,202.2857142857143,-0.4897959183673473,12.885253745431369,1.0557142857142856,66.75714285714285,-0.07029769654618023,0.16310874116044433,1691.8242857142857,3.798571428571429,7.506142857142857,0.04791020408163263
Fe1 Co1 Ni1 Cr1 Cu1,FCC,8.8,0.17599999999999993,2.200000000000003,205.8,3.200000000000001,13.380866803977112,1.032,79.25999999999999,-0.03418481382981289,0.07233679132276359,1768.9540000000002,4.14,7.583200000000001,0.017008000000000002
Fe1 Cr1 Mn1 Ni1 Co1,FCC,8.0,0.21599999999999997,2.0,219.39999999999998,-4.16,13.380866803977112,1.042,76.60000000000001,-0.05393888670367187,0.11034228878784366,1801.1999999999998,4.026000000000001,7.524800000000001,0.038288
V1 Cu1 Fe1 Co1 Ni1,FCC,8.6,0.19999999999999973,6.599999999999994,175.60000000000002,-2.24,13.380866803977112,1.028,67.66000000000001,-0.0173217263146532,0.035715780481234555,1769.554,4.382000000000001,7.579000000000001,0.021520000000000008
Co1 Cr1 Fe1 Mn1 Nb1 Ni1,FCC,7.5,0.18833333333333324,16.666666666666657,200.33333333333334,-12.0,14.896688227162047,1.0883333333333332,70.16666666666667,-0.0726051514265567,0.15161841786042732,1959.3333333333333,4.616666666666666,7.397166666666666,0.039561111111111075
Co0.5 Cr1 Fe1 Mn1.5 Ni1,FCC,7.8,0.18299999999999983,2.200000000000003,218.29999999999998,-4.04,12.945838297251267,1.044,72.60000000000001,-0.06689011013522478,0.1525852059285568,1776.3000000000002,3.8790000000000004,7.4801,0.04284199999999998
Co1 Cr1 Fe1 Mo0.85 Ni1,FCC,7.855670103092784,0.28041237113402073,10.927835051546396,243.02061855670104,-4.574343713465832,13.364434112303435,1.101340206185567,92.78350515463919,-0.02108594783186874,0.04400740740740741,2051.257731958763,4.743711340206186,7.468896907216495,0.04884089701349777
Co1 Cr1 Fe1 Mo1 Ni1,FCC,7.8,0.27200000000000024,10.599999999999994,245.60000000000002,-4.640000000000001,13.380866803977112,1.11,93.60000000000001,-0.021463997301216602,0.04440609248301555,2076.6000000000004,4.806,7.457800000000001,0.051952000000000054
Co1 Cr1 Fe1 Nb0.3 Ni1,FCC,8.023255813953488,0.2046511627906975,18.83720930232559,216.39534883720933,-8.3071930773391,12.82528552396791,1.0595348837209302,83.5813953488372,-0.031145715227747162,0.058059109831540785,1933.0232558139535,4.5304651162790694,7.492488372093023,0.02367766360194699
Co1 Cr2 Fe1 Ni1,FCC,7.8,0.1279999999999999,2.200000000000003,235.59999999999997,-4.320000000000001,11.075736540306957,1.016,92.60000000000001,-0.021007662039716272,0.03967924466690612,1933.4,4.262,7.391400000000001,0.02315200000000001
